orbit_type,horizon_days,n,mean_km,std_km,median_km,rmse_km,q25_km,q75_km,q95_km,min_km,max_km
GEO,1.0,4641,3.382897414593875,12.591376696909572,0.6256949494437772,13.03658700364821,0.3416822677055436,1.9441853704339285,15.032095961507393,0.0142010131092824,472.9345004723819
GEO,3.0,4393,9.90077064354709,23.28367192148611,2.6267051844749982,25.298838509524924,1.419562991490848,9.22388071088144,36.66817192576197,0.1732611136037344,454.7006424402854
GEO,7.0,4188,32.180921636304426,54.945125830807044,11.134182981823141,63.66991211467231,5.8356368073630644,37.390982614078496,130.02852514141938,0.1620459555277554,828.4983116264586
LEO,1.0,7813,0.42003206789437936,1.9392302929308203,0.0918200728873642,1.984076545720111,0.0470493854304284,0.1972969459750538,1.661706600883689,0.0048765745928416,77.88692829868029
LEO,3.0,7651,3.872740891259474,26.278046491446556,0.4944594892420367,26.56018816023808,0.258321460459931,1.0902412964439585,14.980042280627544,0.0110882128464057,907.207720660887
LEO,7.0,7291,19.70866431304562,91.89318817527506,1.824613522414828,93.97675932240828,0.8234416950231378,5.152633826209046,86.5635846688811,0.0369994027284912,2445.2745064381684
MEO,1.0,2447,0.2679544317169386,1.661854571959558,0.1667906806262085,1.6829829365119047,0.1021143162740778,0.2770091218078824,0.5839230840984105,0.0082097531308472,78.13719429475334
MEO,3.0,2423,1.1332884351492363,7.956712667796364,0.5545940108648595,8.035389890212391,0.3413876168802781,0.8216907539719804,1.335208388039819,0.028323196396694,183.16440109712903
MEO,7.0,2278,4.162129925681332,21.696989721370763,2.0999021730680503,22.087916013211245,1.235180708521325,3.0845572239522374,4.397213999874892,0.1083634301864889,390.46334354210506
